LAMMPS data file via write_data, version 19 Nov 2024, timestep = 0, units = lj

25781 atoms
9 atom types

0 512 xlo xhi
8 24 ylo yhi
8 24 zlo zhi

Masses

1 0.2
2 0.2
3 0.1
4 0.1
5 0.35
6 0.1
7 1
8 1
9 1

Pair Coeffs # lj/cut/bump

1 5 1.60362
2 5 1.60362
3 5 0.890899
4 5 0.890899
5 0.05 1.95998
6 5 0.890899
7 20 1.60362
8 20 1.60362
9 0.02 0.890899

Atoms # atomic

1 5 36.495784301757794 23.02 21.02 1 0 0
2 5 32.495784301757794 21.02 23.02 1 0 0
3 8 108.5801348876953 11.02 11.02 0 0 0
4 7 107.5801348876953 11.02 11.02 0 0 0
5 8 106.5801348876953 11.02 11.02 0 0 0
6 7 105.5801348876953 11.02 11.02 0 0 0
7 8 104.5801348876953 11.02 11.02 0 0 0
8 7 103.5801348876953 11.02 11.02 0 0 0
9 8 102.5801348876953 11.02 11.02 0 0 0
10 7 101.5801348876953 11.02 11.02 0 0 0
11 8 100.5801348876953 11.02 11.02 0 0 0
12 7 99.5801348876953 11.02 11.02 0 0 0
13 8 98.5801348876953 11.02 11.02 0 0 0
14 7 97.5801348876953 11.02 11.02 0 0 0
15 8 88.5801348876953 11.02 11.02 0 0 0
16 7 87.5801348876953 11.02 11.02 0 0 0
17 8 86.5801348876953 11.02 11.02 0 0 0
18 7 85.5801348876953 11.02 11.02 0 0 0
19 5 29.495784301757794 21.02 23.02 1 0 0
20 5 57.495784301757794 21.02 23.02 1 0 0
21 8 84.5801348876953 11.02 11.02 0 0 0
22 7 83.5801348876953 11.02 11.02 0 0 0
23 8 82.5801348876953 11.02 11.02 0 0 0
24 7 81.5801348876953 11.02 11.02 0 0 0
25 8 80.5801348876953 11.02 11.02 0 0 0
26 7 79.5801348876953 11.02 11.02 0 0 0
27 5 58.495784301757794 21.02 23.02 1 0 0
28 5 53.580134887695294 9.02 11.02 1 0 0
29 6 96.5801348876953 10.52 11.52 0 0 0
30 6 96.5801348876953 11.52 11.52 0 0 0
31 6 96.5801348876953 11.52 10.52 0 0 0
32 6 96.5801348876953 10.52 10.52 0 0 0
33 6 95.5801348876953 10.52 11.52 0 0 0
34 6 95.5801348876953 11.52 11.52 0 0 0
35 6 95.5801348876953 11.52 10.52 0 0 0
36 6 95.5801348876953 10.52 10.52 0 0 0
37 5 57.495784301757794 23.02 21.02 1 0 0
38 1 41.495784301757794 23.02 23.02 1 0 0
39 4 96.5801348876953 11.02 11.52 0 0 0
40 3 96.5801348876953 11.52 11.02 0 0 0
41 4 96.5801348876953 11.02 10.52 0 0 0
42 3 96.5801348876953 10.52 11.02 0 0 0
43 4 95.5801348876953 11.02 11.52 0 0 0
44 3 95.5801348876953 11.52 11.02 0 0 0
45 4 95.5801348876953 11.02 10.52 0 0 0
46 3 95.5801348876953 10.52 11.02 0 0 0
47 2 96.5801348876953 11.02 11.02 0 0 0
48 1 95.5801348876953 11.02 11.02 0 0 0
49 6 94.5801348876953 10.52 11.52 0 0 0
50 6 94.5801348876953 11.52 11.52 0 0 0
51 6 94.5801348876953 11.52 10.52 0 0 0
52 6 94.5801348876953 10.52 10.52 0 0 0
53 6 93.5801348876953 10.52 11.52 0 0 0
54 6 93.5801348876953 11.52 11.52 0 0 0
55 5 83.5801348876953 9.02 9.02 0 0 0
56 2 42.495784301757794 23.02 23.02 1 0 0
57 6 93.5801348876953 11.52 10.52 0 0 0
58 6 93.5801348876953 10.52 10.52 0 0 0
59 4 94.5801348876953 11.02 11.52 0 0 0
60 3 94.5801348876953 11.52 11.02 0 0 0
61 4 94.5801348876953 11.02 10.52 0 0 0
62 3 94.5801348876953 10.52 11.02 0 0 0
63 4 93.5801348876953 11.02 11.52 0 0 0
64 3 93.5801348876953 11.52 11.02 0 0 0
65 4 93.5801348876953 11.02 10.52 0 0 0
66 3 93.5801348876953 10.52 11.02 0 0 0
67 2 94.5801348876953 11.02 11.02 0 0 0
68 1 93.5801348876953 11.02 11.02 0 0 0
69 6 92.5801348876953 10.52 11.52 0 0 0
70 6 92.5801348876953 11.52 11.52 0 0 0
71 6 92.5801348876953 11.52 10.52 0 0 0
72 6 92.5801348876953 10.52 10.52 0 0 0
73 3 41.495784301757794 22.52 23.02 1 0 0
74 6 91.5801348876953 10.52 11.52 0 0 0
75 6 91.5801348876953 11.52 11.52 0 0 0
76 6 91.5801348876953 11.52 10.52 0 0 0
77 6 91.5801348876953 10.52 10.52 0 0 0
78 4 92.5801348876953 11.02 11.52 0 0 0
79 3 92.5801348876953 11.52 11.02 0 0 0
80 4 92.5801348876953 11.02 10.52 0 0 0
81 3 92.5801348876953 10.52 11.02 0 0 0
82 4 91.5801348876953 11.02 11.52 0 0 0
83 3 91.5801348876953 11.52 11.02 0 0 0
84 4 91.5801348876953 11.02 10.52 0 0 0
85 3 91.5801348876953 10.52 11.02 0 0 0
86 2 92.5801348876953 11.02 11.02 0 0 0
87 1 91.5801348876953 11.02 11.02 0 0 0
88 6 90.5801348876953 10.52 11.52 0 0 0
89 6 90.5801348876953 11.52 11.52 0 0 0
90 6 90.5801348876953 11.52 10.52 0 0 0
91 6 90.5801348876953 10.52 10.52 0 0 0
92 6 89.5801348876953 10.52 11.52 0 0 0
93 6 89.5801348876953 11.52 11.52 0 0 0
94 6 89.5801348876953 11.52 10.52 0 0 0
95 6 89.5801348876953 10.52 10.52 0 0 0
96 4 90.5801348876953 11.02 11.52 0 0 0
97 3 90.5801348876953 11.52 11.02 0 0 0
98 4 41.495784301757794 23.02 22.52 1 0 0
99 3 41.495784301757794 23.52 23.02 1 0 0
100 4 90.5801348876953 11.02 10.52 0 0 0
101 3 90.5801348876953 10.52 11.02 0 0 0
102 4 89.5801348876953 11.02 11.52 0 0 0
103 3 89.5801348876953 11.52 11.02 0 0 0
104 4 89.5801348876953 11.02 10.52 0 0 0
105 3 89.5801348876953 10.52 11.02 0 0 0
106 2 90.5801348876953 11.02 11.02 0 0 0
107 1 89.5801348876953 11.02 11.02 0 0 0
108 4 41.495784301757794 23.02 23.52 1 0 0
109 5 101.5801348876953 11.02 9.02 0 0 0
110 3 42.495784301757794 22.52 23.02 1 0 0
111 4 42.495784301757794 23.02 22.52 1 0 0
112 3 42.495784301757794 23.52 23.02 1 0 0
